# RST localization TSV file for a build 1.3.6rc
#
# All files with tsv extension from the following directories are read on game start (relative to game installation):
#   Mods/
#   ../../workshop/content/812040/
#
# There are two ways to tell the game to use a specific language. One is by using cmd line arg
# "--language=German" and another option is to choose from the Language dropdown in the game.
#
# The game ONLY parses lines that:
# 1. start with ':' character. These are processing directives.
# 2. have at least 3 tab separated columns. These are dictionary entries. All strings are in UTF-8 encoding.
#
# Columns:
#  * "context/comment" just gives a hint where this line is in the game, it's not imported.
#  * "key" (case-sensitive) is a phrase matched in the game. If localization context is given (use-in column), both context and key must match.
#  * "translation" is what will be shown in the game.
#  * "max-len" is a hint how many characters approximately can the translation be without truncation or overflow. Not imported.
#  * "use-in" is empty by default, but localization context ids from usable-in column can be copied here to constrain where this line will be used.
#  * "usable-in" is a list of all localization context ids that can be copied into use-in. Not imported.
#
# use-in column format examples:
#  2035575234:Menu panel.prefab - points to one particular part inside menu prefab (that part has localization context id 2035575234)
#  310402963:Menu panel.prefab  - points to a different part inside menu prefab
#  2035575234:Menu panel.prefab; 310402963:Menu panel.prefab - points to both parts in menu panel
#  2035575234; 310402963 - short version of the previous line
#  2035575234:credits button in menu; 310402963:ship label in menu - same as previous line, but it shows that what's after ':' doesn't matter
#  Beam.cs - some parts of the game don't have loc ctx id, this is an example of it, it can't be used in use-in column
#
# A localization context is a non-changing integer assigned to some particular part of the game. The integer may be
# followed by some text, separated by ':', it is there just for commenting purposes and is ignored by the game.
#
# A longer guide how to edit this file and publish it in Steam Workshop is here:
# https://steamcommunity.com/sharedfiles/filedetails/?id=2244605825

# Display name should be the first non-comment, non-empty line. It marks that all the following lines are in that language.
:displayName English

# Plurals forms are used like described here, except the separator is '|'
# https://developer.mozilla.org/en-US/docs/Mozilla/Localization/Localization_and_Plurals#Developing_with_PluralForm
:mozillaPluralRuleNumber 1

# Columns (only the translation and use-in columns should be edited):
# comment	key	translation	max-len	use-in	usable-in

Beam.cs
	DEFLECT	DEFLECT	0		Beam.cs; Projectile.cs
choiceText	Research & harvest operation [-80 metal, send crew]	Research & harvest operation [-80 metal, send crew]	100		1713099539:3 P 2xExotics balloon or tentacle plants.prefab
choiceText	Let's see if we can scrap anything for the necessary resources	Let's see if we can scrap anything for the necessary resources	100		1713099539:3 P 2xExotics balloon or tentacle plants.prefab
text2	The operation yields significant results. We were able to recover & recycle some of the resources spent installing mining equipment.	The operation yields significant results. We were able to recover & recycle some of the resources spent installing mining equipment.	400		906821203:3 P 2xExotics balloon or tentacle plants.prefab
text	we may scrap modules now to gain needed resources..%	we may scrap modules now to gain needed resources..%	50		297303395:3 P 2xExotics balloon or tentacle plants.prefab; 1185155517:3 P 2xExotics balloon or tentacle plants.prefab

3 P abyss MF, maybe satellite.prefab
text2	Mining operations completed without incident. Unfortunately, most of the exotic minerals were located too deep in the ground for us to reach them.	Mining operations completed without incident. Unfortunately, most of the exotic minerals were located too deep in the ground for us to reach them.	400		1953241297:3 P abyss MF, maybe satellite.prefab
reasonToDisplay	minerals mined	minerals mined	30		3 P abyss MF, maybe satellite.prefab; 3 P abyss MF, maybe satellite.prefab; 3 P bad vibes and superstition T.prefab; 3 P mineral surface outcrops M.prefab; 3 P nat picturesque iron piles T.prefab; 3 P nat picturesque iron piles T.prefab; 4 P titanium ore M,-F.prefab; 4 P volcano planet and synthetics M.prefab; 5 P chobium ore M, -F.prefab
text	Geological scan revealed a particularly large abyss leading to exposed veins of metallic minerals, possibly including exotics. The planet is seismically moderately active. Mining from the abyss needs installation of some dedicated equipment.	Geological scan revealed a particularly large abyss leading to exposed veins of metallic minerals, possibly including exotics. The planet is seismically moderately active. Mining from the abyss needs installation of some dedicated equipment.	400		488345015:3 P abyss MF, maybe satellite.prefab
choiceText	Mine from the abyss [-20 synthetics, -20 metal]	Mine from the abyss [-20 synthetics, -20 metal]	100		488345015:3 P abyss MF, maybe satellite.prefab
newName3	exposed mineral seams	exposed mineral seams	25		488345015:3 P abyss MF, maybe satellite.prefab; 313038624:5 P chobium ore M, -F.prefab; 578226323:5 P chobium ore M, -F.prefab; 1307696500:3 P mineral surface outcrops3 M, guarded by satellites m.prefab; 1702962430:4 P titanium ore M,-F.prefab
text2	The abyss was shining with exotic minerals and our bots mined as much as was accessible. No wonder the owners of this planet didn't want to share the local resources.	The abyss was shining with exotic minerals and our bots mined as much as was accessible. No wonder the owners of this planet didn't want to share the local resources.	400		1953241296:3 P abyss MF, maybe satellite.prefab
title	Earthquake!	Earthquake!	35		1953241299:3 P abyss MF, maybe satellite.prefab
text2	Seismic activity increased rapidly during the operation, turning quickly into a full-blown earthquake. Most of the technology printed for this mission got trapped underground, and we lost access to the mineral seam.	Seismic activity increased rapidly during the operation, turning quickly into a full-blown earthquake. Most of the technology printed for this mission got trapped underground, and we lost access to the mineral seam.	400		1953241299:3 P abyss MF, maybe satellite.prefab
reasonToDisplay	seismic activity	seismic activity	30		3 P abyss MF, maybe satellite.prefab; 3 P Deep fissure with metal.prefab
choiceText	Try to slip past the defences	Try to slip past the defences	100		654364573:3 P abyss MF, maybe satellite.prefab
choiceText	Print long-range missiles, neutralize satellites from distance [-30 explosives]	Print long-range missiles, neutralize satellites from distance [-30 explosives]	100		654364573:3 P abyss MF, maybe satellite.prefab
choiceText	Leave this planet, it's not worth the risk	Leave this planet, it's not worth the risk	100		654364573:3 P abyss MF, maybe satellite.prefab
text2	We were able to slip past the orbital defences thanks to electronic countermeasures.	We were able to slip past the orbital defences thanks to electronic countermeasures.	400		1953241298:3 P abyss MF, maybe satellite.prefab
reasonToDisplay	maneuver successful	maneuver successful	30		3 P abyss MF, maybe satellite.prefab
text2	We managed to destroy all the defence satellites. Their remains scattered too far and wide to salvage anything.	We managed to destroy all the defence satellites. Their remains scattered too far and wide to salvage anything.	400		1953241285:3 P abyss MF, maybe satellite.prefab
reasonToDisplay	satellites destroyed	satellites destroyed	30		3 P abyss MF, maybe satellite.prefab
title	attacked by satellites	attacked by satellites	35		1953241284:3 P abyss MF, maybe satellite.prefab
text2	We tried to slip past the orbital defences using various electronic countermeasures, but were still discovered. Our counter-fire destroyed most of the defence satellites.	We tried to slip past the orbital defences using various electronic countermeasures, but were still discovered. Our counter-fire destroyed most of the defence satellites.	400		1953241284:3 P abyss MF, maybe satellite.prefab
title	partial success.	partial success.	35		151200156:3 P abyss MF, maybe satellite.prefab
text2	We sent a swarm of missiles at the satellites, but some of them remain intact.	We sent a swarm of missiles at the satellites, but some of them remain intact.	400		151200156:3 P abyss MF, maybe satellite.prefab

3 P ancient medbay, stone age civ.prefab
text	It seems somebody has left an active regeneration module on this planet and the local primitives are using it. \nThe locals seem to be barely intelligent, capable of using only the most primitive mechanical tools. The healer module works automatically when anybody steps in.	It seems somebody has left an active regeneration module on this planet and the local primitives are using it. \nThe locals seem to be barely intelligent, capable of using only the most primitive mechanical tools. The healer module works automatically when anybody steps in.	400		971075871:3 P ancient medbay, stone age civ.prefab
choiceText	Take the module [send crew]	Take the module [send crew]	100		971075871:3 P ancient medbay, stone age civ.prefab
choiceText	Leave the module to locals	Leave the module to locals	100		971075871:3 P ancient medbay, stone age civ.prefab
newName3	Stone-age civilization	Stone-age civilization	25		971075871:3 P ancient medbay, stone age civ.prefab
text2	Presence of such supertechnology will surely have an interesting effect on the evolution of the local presentients. We record some of the local evolutionary xenodata and leave this planet otherwise untouched.	Presence of such supertechnology will surely have an interesting effect on the evolution of the local presentients. We record some of the local evolutionary xenodata and leave this planet otherwise untouched.	400		469832746:3 P ancient medbay, stone age civ.prefab
title	Technology removed	Technology removed	35		537037810:3 P ancient medbay, stone age civ.prefab; 537037809:3 P ancient medbay, stone age civ.prefab
text2	The local creatures clumsily run away when we land near the module. We disassemble it and transport it back to the Mothership, all in a days work. The local animals must unfortunately now suffer disease and mortality as the rest of the primitives in the galaxy.	The local creatures clumsily run away when we land near the module. We disassemble it and transport it back to the Mothership, all in a days work. The local animals must unfortunately now suffer disease and mortality as the rest of the primitives in the galaxy.	400		537037810:3 P ancient medbay, stone age civ.prefab
reasonToDisplay	technology obtained	technology obtained	30		3 P ancient medbay, stone age civ.prefab; 3 P bird feeder MTR, biogen2.prefab; 3 P piece of a giant starship Tm.prefab; 3 P shipwreck 4mt, maybe defsattelites.prefab; 4 P shielded artifact TM-f.prefab; 5 P shipwreck squid mo orbital mines.prefab
title	Attack by anomaly!	Attack by anomaly!	35		537037821:3 P ancient medbay, stone age civ.prefab
text2	We are in the middle of disassembling the module when a ball of fire appears in the sky. It then scorches our operation with some kind of orbital beam weapon. One of our crew was critically wounded, multiple bots explode and our ship gets fried as well. We retreat at max speed	We are in the middle of disassembling the module when a ball of fire appears in the sky. It then scorches our operation with some kind of orbital beam weapon. One of our crew was critically wounded, multiple bots explode and our ship gets fried as well. We retreat at max speed	400		537037821:3 P ancient medbay, stone age civ.prefab
reasonToDisplay	anomalous intervention suffered	anomalous intervention suffered	30		3 P ancient medbay, stone age civ.prefab
text2	The local animals surprised us mid-operation by attacking the site in organized swarms. They weren't able to penetrate our crew armor, but broke a few bones and damaged equipment before being scared away.	The local animals surprised us mid-operation by attacking the site in organized swarms. They weren't able to penetrate our crew armor, but broke a few bones and damaged equipment before being scared away.	400		537037809:3 P ancient medbay, stone age civ.prefab
reasonToDisplay	module retrieved	module retrieved	30		3 P ancient medbay, stone age civ.prefab

3 P anomaly planet taster m.prefab
text2	We manage to mine the minerals and leave the planet just in time. As soon as we have left the planet, the anomaly "swallows" the entirety of it, disappearing soon after, leaving no trace of the planet. We have witnessed one of the infamous mega-anomalies having a meal.	We manage to mine the minerals and leave the planet just in time. As soon as we have left the planet, the anomaly "swallows" the entirety of it, disappearing soon after, leaving no trace of the planet. We have witnessed one of the infamous mega-anomalies having a meal.	400		1778151002:3 P anomaly planet taster m.prefab
text	As we arrive in the vicinity of the planet, a large white cloud forms around it. The cloud starts to slowly circle the planet.	As we arrive in the vicinity of the planet, a large white cloud forms around it. The cloud starts to slowly circle the planet.	400		313254720:3 P anomaly planet taster m.prefab
choiceText	Explore the planet with bots	Explore the planet with bots	100		313254720:3 P anomaly planet taster m.prefab
choiceText	Watch	Watch	100		313254720:3 P anomaly planet taster m.prefab
text	exploring the planet... %	exploring the planet... %	50		900899126:3 P anomaly planet taster m.prefab
text2	The white cloud extends a tongue-like tentacle from its center and "scoops up" part of the planet, drawing it back into its center. The anomaly then creates a tiny warphole and flows into it like water leaving a sink. We have witnessed one of the infamous Mega-Anomalies eating a planet core.	The white cloud extends a tongue-like tentacle from its center and "scoops up" part of the planet, drawing it back into its center. The anomaly then creates a tiny warphole and flows into it like water leaving a sink. We have witnessed one of the infamous Mega-Anomalies eating a planet core.	400		1778151004:3 P anomaly planet taster m.prefab
text	observing... %	observing... %	50		1001186091:3 P anomaly planet taster m.prefab; 1698946695:4 P anomaly planet sucker R.prefab
text2	We prospect the inside the planet shell and find a large cloud of broken planet pieces. Some of them contain valuable minerals. Xenodata on the anomaly is worth almost as much as the metal.	We prospect the inside the planet shell and find a large cloud of broken planet pieces. Some of them contain valuable minerals. Xenodata on the anomaly is worth almost as much as the metal.	400		1778151003:3 P anomaly planet taster m.prefab
reasonToDisplay	mining completed	mining completed	30		3 P anomaly planet taster m.prefab; 3 P lost alien fuelpod F.prefab; 3 P lost alien fuelpod F.prefab
newName3	coreless planet shell	coreless planet shell	25		1778151003:3 P anomaly planet taster m.prefab
text	We find exposed seams of valuable mineral ores on the planet surface. We could try to mine them quickly with bots (leaving the Mothership itself and crew in safe distance) although the gigantic anomaly above is menacingly circling the planet.	We find exposed seams of valuable mineral ores on the planet surface. We could try to mine them quickly with bots (leaving the Mothership itself and crew in safe distance) although the gigantic anomaly above is menacingly circling the planet.	400		479274278:3 P anomaly planet taster m.prefab
choiceText	Fast mining mission [risk minerbots]	Fast mining mission [risk minerbots]	100		479274278:3 P anomaly planet taster m.prefab
text2	Our bots are still in the middle of setting up mining facilities when we see the anomaly suddenly envelop the planet completely, and "swallow" the entirety of it! The anomaly itself then warps off through a personal warphole.	Our bots are still in the middle of setting up mining facilities when we see the anomaly suddenly envelop the planet completely, and "swallow" the entirety of it! The anomaly itself then warps off through a personal warphole.	400		1778151001:3 P anomaly planet taster m.prefab
reasonToDisplay	operation aborted, technology lost	operation aborted, technology lost	30		3 P anomaly planet taster m.prefab
text2	Our bots are still prospecting the planet when we see the anomaly suddenly envelop the planet and "swallow" the entirety of it! The anomaly itself then warps off through a personal warphole. Needless to say, contact is lost with the bots forever.	Our bots are still prospecting the planet when we see the anomaly suddenly envelop the planet and "swallow" the entirety of it! The anomaly itself then warps off through a personal warphole. Needless to say, contact is lost with the bots forever.	400		1778150989:3 P anomaly planet taster m.prefab
reasonToDisplay	bots eaten, along with planet	bots eaten, along with planet	30		3 P anomaly planet taster m.prefab
text2	We prospect the inside the planet shell, filled with broken planet pieces. While we don't detect any valueble minerals, the data on the anomaly was valuable.	We prospect the inside the planet shell, filled with broken planet pieces. While we don't detect any valuable minerals, the data on the anomaly was valuable.	400		1778150990:3 P anomaly planet taster m.prefab
newName3	empty planet shell	empty planet shell	25		1778150990:3 P anomaly planet taster m.prefab
text2	Our recordings of the encounter have scientific value.	Our recordings of the encounter have scientific value.	400		2123593509:3 P anomaly planet taster m.prefab

3 P bad vibes and superstition T.prefab
title	Minerals detected	Minerals detected	35		1555974113:3 P bad vibes and superstition T.prefab
text	Further reconnaissance uncovers no dangers. We also detect a good mineral profile in one of the mountains. The planet hosts early life (mostly moss) too insignificant to harvest. Despite everything, the crewmember remains unchanged that he feels this planet is dangerous.	Further reconnaissance uncovers no dangers. We also detect a good mineral profile in one of the mountains. The planet hosts early life (mostly moss) too insignificant to harvest. Despite everything, the crewmember remains unchanged that he feels this planet is dangerous.	400		1555974113:3 P bad vibes and superstition T.prefab
choiceText	Mine minerals from mountains	Mine minerals from mountains	100		1555974113:3 P bad vibes and superstition T.prefab
title	Mountaintop mining successful	Mountaintop mining successful	35		1121936066:3 P bad vibes and superstition T.prefab; 1121936065:3 P bad vibes and superstition T.prefab
text2	No incidents. The mountains held a rich mineral profile, including an exotic crystal. We also researched samples of the local moss. You manage to resist the temptation to tell the crewmember "I told you so".	No incidents. The mountains held a rich mineral profile, including an exotic crystal. We also researched samples of the local moss. You manage to resist the temptation to tell the crewmember "I told you so".	400		1121936066:3 P bad vibes and superstition T.prefab
reasonToDisplay	mining operation completed	mining operation completed	30		3 P bad vibes and superstition T.prefab
text	Orbital scans show a young, fragile ecosystem. Low possibility of harvestable organics. One of the crewmembers tells you he's got a bad feeling about this place. Like some kind of surreal fear.	Orbital scans show a young, fragile ecosystem. Low possibility of harvestable organics. One of the crewmembers tells you he's got a bad feeling about this place. Like some kind of surreal fear.	400		26632488:3 P bad vibes and superstition T.prefab
choiceText	Explore with bots [-30 synthetics]	Explore with bots [-30 synthetics]	100		26632488:3 P bad vibes and superstition T.prefab
choiceText	Explore with ship	Explore with ship	100		26632488:3 P bad vibes and superstition T.prefab
text	scouting for threats...	scouting for threats...	50		1334828147:3 P bad vibes and superstition T.prefab
text2	No incident. The mountains contain abundant seams of silver ore. We also research samples of the local moss. You manage to resist the temptation to tell the crewmember "I told you so".	No incident. The mountains contain abundant seams of silver ore. We also research samples of the local moss. You manage to resist the temptation to tell the crewmember "I told you so".	400		1121936065:3 P bad vibes and superstition T.prefab

3 P bird feeder MTR, biogen2.prefab
text	This almost moon-sized microplanet has a human-breathable atmosphere and fully developed ecosphere. Massive flocks of birds were spotted flying near the surface. Most interestingly, the planet seems to have several sites which emit active warp energies, probably originating from precursor technology. Send a salvaging team to search for artifacts?	This almost moon-sized microplanet has a human-breathable atmosphere and fully developed ecosphere. Massive flocks of birds were spotted flying near the surface. Most interestingly, the planet seems to have several sites which emit active warp energies, probably originating from precursor technology. Send a salvaging team to search for artifacts?	400		657970157:3 P bird feeder MTR, biogen2.prefab
choiceText	Search for technology [-5 fuel]	Search for technology [-5 fuel]	100		657970157:3 P bird feeder MTR, biogen2.prefab
newName3	ecosystem	ecosystem	25		657970157:3 P bird feeder MTR, biogen2.prefab; 939962121:1P FOODx19, sh unique warp mushrooms.prefab; 983994700:1P FOODx19, sh unique warp mushrooms.prefab; 983994703:1P FOODx19, sh unique warp mushrooms.prefab; 983994705:1P FOODx19, sh unique warp mushrooms.prefab; 1118077301:1P FOODx19, sh unique warp mushrooms.prefab; 1355342270:1P FOODx19, sh unique warp mushrooms.prefab; 1387279230:1P FOODx19, sh unique warp mushrooms.prefab; 1387279231:1P FOODx19, sh unique warp mushrooms.prefab; 1387279233:1P FOODx19, sh unique warp mushrooms.prefab; 1387279236:1P FOODx19, sh unique warp mushrooms.prefab; 1568415995:1P FOODx19, sh unique warp mushrooms.prefab; 2102761535:1P FOODx19, sh unique warp mushrooms.prefab
text2	Precursor technology retrieved. The birds are visibly nervous around the empty site. Perhaps they can sense their approaching extinction... Some of the crew express contempt over the barbarity of your choices.	Precursor technology retrieved. The birds are visibly nervous around the empty site. Perhaps they can sense their approaching extinction... Some of the crew express contempt over the barbarity of your choices.	400		156727032:3 P bird feeder MTR, biogen2.prefab
newName3	ongoing extinction event	ongoing extinction event	25		156727032:3 P bird feeder MTR, biogen2.prefab
text	Searching for warp technology... %	Searching for warp technology... %	50		816083976:3 P bird feeder MTR, biogen2.prefab
title	Precursor feeders	Precursor feeders	35		1030210431:3 P bird feeder MTR, biogen2.prefab; 1030210430:3 P bird feeder MTR, biogen2.prefab
text	The planet features a unique ecosystem dominated by herbivorous walking birds and almost no plant life. Apparently, Precursors have left behind an organics synthesizer which recycles all organic waste into readily edible food and generates oxygen for the entire planet. Complex eating hierarchies among the birds have evolved. Should we take the precursor technology for ourselves?	The planet features a unique ecosystem dominated by herbivorous walking birds and almost no plant life. Apparently, Precursors have left behind an organics synthesizer which recycles all organic waste into readily edible food and generates oxygen for the entire planet. Complex eating hierarchies among the birds have evolved. Should we take the precursor technology for ourselves?	400		1030210431:3 P bird feeder MTR, biogen2.prefab
choiceText	Retrieve precursor technology	Retrieve precursor technology	100		1030210431:3 P bird feeder MTR, biogen2.prefab
choiceText	Research only. Leave the ecosystem untouched	Research only. Leave the ecosystem untouched	100		1030210431:3 P bird feeder MTR, biogen2.prefab
text	Technology retrieval... %	Technology retrieval... %	50		1699362657:3 P bird feeder MTR, biogen2.prefab
text2	You decide to give the planet a chance and leave it untouched, aside from taking a few scientific samples. Dependency on precursor technology remains a weakness for most of the species on the planet, but who knows what kind of paradise this ecosystem might evolve into one day.	You decide to give the planet a chance and leave it untouched, aside from taking a few scientific samples. Dependency on precursor technology remains a weakness for most of the species on the planet, but who knows what kind of paradise this ecosystem might evolve into one day.	400		223932105:3 P bird feeder MTR, biogen2.prefab
reasonToDisplay	generosity exercised	generosity exercised	30		3 P bird feeder MTR, biogen2.prefab
newName3	techno-dependent ecosystem	techno-dependent ecosystem	25		223932105:3 P bird feeder MTR, biogen2.prefab
text	Taking the synthesizers would probably result in a severe extinction event for the existing species, but the ecosystem as a whole would survive. One of the crew mentions that since a majority of the birds would die anyway, we could kill and harvest the birds. Removing organics from the planet would probably only worsen the conditions for whoever survives our visit.	Taking the synthesizers would probably result in a severe extinction event for the existing species, but the ecosystem as a whole would survive. One of the crew mentions that since a majority of the birds would die anyway, we could kill and harvest the birds. Removing organics from the planet would probably only worsen the conditions for whoever survives our visit.	400		1030210430:3 P bird feeder MTR, biogen2.prefab
choiceText	Retrieve the technology, hunt the birds	Retrieve the technology, hunt the birds	100		1030210430:3 P bird feeder MTR, biogen2.prefab
choiceText	Retrieve the technology, do not hunt the birds	Retrieve the technology, do not hunt the birds	100		1030210430:3 P bird feeder MTR, biogen2.prefab
choiceText	I've changed my mind, research only	I've changed my mind, research only	100		1030210430:3 P bird feeder MTR, biogen2.prefab
text2	Our utility bots killed hundreds of birds, old and young alike, painting the land red with patches of blood. Some of the crewmembers express their disgust over the barbarity of your choices.	Our utility bots killed hundreds of birds, old and young alike, painting the land red with patches of blood. Some of the crewmembers express their disgust over the barbarity of your choices.	400		223932108:3 P bird feeder MTR, biogen2.prefab
reasonToDisplay	planet ravaged	planet ravaged	30		3 P bird feeder MTR, biogen2.prefab
text	hunting... %	hunting... %	50		1470025525:3 P bird feeder MTR, biogen2.prefab; 359572978:1P FOODx19, sh unique warp mushrooms.prefab

3 P Deep fissure with metal.prefab
text	Orbital scans show an average profit outlook. Risk of intense dust storms. We might try prospecting for mineral seams near the surface, but it will take some time and resources.	Orbital scans show an average profit outlook. Risk of intense dust storms. We might try prospecting for mineral seams near the surface, but it will take some time and resources.	400		851320512:3 P Deep fissure with metal.prefab
choiceText	Prospect for mining opportunities [-10 fuel]	Prospect for mining opportunities [-10 fuel]	100		851320512:3 P Deep fissure with metal.prefab
newName3	lifeless planet	lifeless planet	25		851320512:3 P Deep fissure with metal.prefab
text2	No issues to report. The crew waiting in orbit had quality time playing sex games. We recoverd some of the synthetics used in the operation, reducing overall cost of resources.	No issues to report. The crew waiting in orbit had quality time playing sex games. We recovered some of the synthetics used in the operation, reducing overall cost of resources.	400		533471009:3 P Deep fissure with metal.prefab
reasonToDisplay	iridium ore mined	iridium ore mined	30		3 P Deep fissure with metal.prefab; 3 P Deep fissure with metal.prefab
title	Deep fissure	Deep fissure	35		498366188:3 P Deep fissure with metal.prefab
text2	We've located a deep fissure in the ground, leading down to exposed seams of valuable iridium minerals. We may install mining facilities and mine a large volume of metals from here.	We've located a deep fissure in the ground, leading down to exposed seams of valuable iridium minerals. We may install mining facilities and mine a large volume of metals from here.	400		498366188:3 P Deep fissure with metal.prefab
choiceTexts	Mining operation [-70 synthetics, send crew]	Mining operation [-70 synthetics, send crew]	100		498366188:3 P Deep fissure with metal.prefab
choiceTexts	Leave now to maybe return later	Leave now to maybe return later	100		498366188:3 P Deep fissure with metal.prefab
text2	The dust storm disrupted our operation, landlocking our crew on the surface. They had to wait for days until the storm calmed. This increased the cost of the operation considerably.	The dust storm disrupted our operation, landlocking our crew on the surface. They had to wait for days until the storm calmed. This increased the cost of the operation considerably.	400		1946624075:3 P Deep fissure with metal.prefab
text	a very long dust storm...	a very long dust storm...	50		1578116464:3 P Deep fissure with metal.prefab
title	Seismic activity	Seismic activity	35		144582947:3 P Deep fissure with metal.prefab; 3 P lost alien fuelpod F.prefab; 1213447446:36 P volcanic M.prefab; 1938750955:3 P lost alien fuelpod F.prefab
text2	Unexpected seismic acitivity buried our mining equipment and the entire mining team. We had to spend extra resources to dig out the crew.	Unexpected seismic activity buried our mining equipment and the entire mining team. We had to spend extra resources to dig out the crew.	400		144582947:3 P Deep fissure with metal.prefab

3 P fir forest Or.prefab
text2	Our operatives picked fruits, seeds and other plant parts that didn't endanger the life of parent organisms. We were able to collect valuable research data and harvest a significant amount of organics without killing a single individual.	Our operatives picked fruits, seeds and other plant parts that didn't endanger the life of parent organisms. We were able to collect valuable research data and harvest a significant amount of organics without killing a single individual.	400		2005460588:3 P fir forest Or.prefab
text	The ecosystem on this planet has developed very similarly to the one on Earth.	The ecosystem on this planet has developed very similarly to the one on Earth.	400		540564306:3 P fir forest Or.prefab
choiceText	Research only. This ecosystem is worth preserving.	Research only. This ecosystem is worth preserving.	100		540564306:3 P fir forest Or.prefab
choiceText	Eco-harvest & research [send crew]	Eco-harvest & research [send crew]	100		540564306:3 P fir forest Or.prefab
newName3	earth-like ecosystem	earth-like ecosystem	25		540564306:3 P fir forest Or.prefab
text2	Our bots collected numerous samples of local life resulting in science data. We leave the unique ecosystem of this planet untouched. Would be interesting to see how this alternative Earth develops, in a few million years.	Our bots collected numerous samples of local life resulting in science data. We leave the unique ecosystem of this planet untouched. Would be interesting to see how this alternative Earth develops, in a few million years.	400		2005460585:3 P fir forest Or.prefab

3 P light mushrooms Or.prefab
text2	It was easy to cut the mushrooms and leave their underground parts intact. We were able to harvest organics to max capacity without killing a single organism.	It was easy to cut the mushrooms and leave their underground parts intact. We were able to harvest organics to max capacity without killing a single organism.	400		315404393:3 P light mushrooms Or.prefab
text	The dominating life form on this planet is a single species of giant mushroom. This means we could carry out a large-scale biomass eco-harvest operation easily and without damaging the local diversity.	The dominating life form on this planet is a single species of giant mushroom. This means we could carry out a large-scale biomass eco-harvest operation easily and without damaging the local diversity.	400		997991759:3 P light mushrooms Or.prefab
choiceText	Research & large scale eco-harvest	Research & large scale eco-harvest	100		997991759:3 P light mushrooms Or.prefab
choiceText	Research only. This unique ecosystem is worth preserving.	Research only. This unique ecosystem is worth preserving.	100		997991759:3 P light mushrooms Or.prefab; 3998550:5 P primcyanide life, E.prefab
newName3	fungal ecosystem	fungal ecosystem	25		997991759:3 P light mushrooms Or.prefab
text2	We leave the unique ecosystem of this planet untouched, except for taking small scientific samples. It would be interesting to see how a planet with such trippy visuals evolves without our intererence.	We leave the unique ecosystem of this planet untouched, except for taking small scientific samples. It would be interesting to see how a planet with such trippy visuals evolves without our interference.	400		315404390:3 P light mushrooms Or.prefab

3 P lost alien fuelpod F.prefab
text	This otherwise barren planet seems to be a crash-site for bits and pieces of a fuel tanker. Some of its de-attached fuel pods are almost intact.	This otherwise barren planet seems to be a crash-site for bits and pieces of a fuel tanker. Some of its de-attached fuel pods are almost intact.	400		225305354:3 P lost alien fuelpod F.prefab
choiceText	Salvage resources	Salvage resources	100		225305354:3 P lost alien fuelpod F.prefab
newName3	rocky planet	rocky planet	25		225305354:3 P lost alien fuelpod F.prefab; 148641698:4 P crystals red E.prefab; 315794584:235 P planetminerals, maybe junk satellites.prefab; 337842872:5 P exotic surface crystal mining, attacked by monsters.prefab; 824772547:4 P shielded artifact TM-f.prefab; 891977620:4 P shielded artifact TM-f.prefab; 936531606:4 P titanium ore M,-F.prefab; 945013834:3 P nat picturesque iron piles T.prefab
text2	Fuel and some scrap collected, no accidents reported.	Fuel and some scrap collected, no accidents reported.	400		1871545877:3 P lost alien fuelpod F.prefab
text	Salvage operation... %	Salvage operation... %	50		1266697854:3 P lost alien fuelpod F.prefab
title	Abyss discovered	Abyss discovered	35		1938750950:3 P lost alien fuelpod F.prefab
text2	We collected some fuel and scrap metal from the site. Interestingly, we discovered an unusually deep abyss during the operation. Our recon bots are already exploring the bottom.	We collected some fuel and scrap metal from the site. Interestingly, we discovered an unusually deep abyss during the operation. Our recon bots are already exploring the bottom.	400		1938750950:3 P lost alien fuelpod F.prefab
reasonToDisplay	abyss discovered	abyss discovered	30		3 P lost alien fuelpod F.prefab
text	Incidentally, the abyss leads to exposed veins of valuable metal ores. The planet is seismically minimally active. Print minerbots to mine down in the abyss?	Incidentally, the abyss leads to exposed veins of valuable metal ores. The planet is seismically minimally active. Print minerbots to mine down in the abyss?	400		473854671:3 P lost alien fuelpod F.prefab
choiceText	Mine metals from the abyss	Mine metals from the abyss	100		473854671:3 P lost alien fuelpod F.prefab
choiceText	An unnecessary risk. Leave it.	An unnecessary risk. Leave it.	100		473854671:3 P lost alien fuelpod F.prefab
title	Crystal found	Crystal found	35		1938750952:3 P lost alien fuelpod F.prefab
text2	Mining operations completed without incident. An exotic crystal was found in the ore seam.	Mining operations completed without incident. An exotic crystal was found in the ore seam.	400		1938750952:3 P lost alien fuelpod F.prefab
text2	Seismic activity increased rapidly during the operation, turning quickly into a full-blown earthquake. Most of the minerbots printed for this mission managed to escape in time, but a few got trapped underground forever.	Seismic activity increased rapidly during the operation, turning quickly into a full-blown earthquake. Most of the minerbots printed for this mission managed to escape in time, but a few got trapped underground forever.	400		1938750955:3 P lost alien fuelpod F.prefab

3 P mineral surface outcrops M.prefab
title	Ore outcroppings	Ore outcroppings	35		1336571096:3 P mineral surface outcrops M.prefab
